region,week,week_of_year,rainfall_anomaly,monsoon_phase,festival_intensity,sev_dengue,sev_malaria,sev_flu,sev_diarrhoeal,sev_respiratory,sev_typhoid,sev_chikungunya,sev_leptospirosis,date
South-East,154,51,0.255,dry,0.6,0.433,0.002,0.408,0.01,0.429,0.0,0.133,0.226,2025-12-15
South-East,155,52,0.276,dry,0.6,0.352,0.021,0.037,0.008,0.498,0.045,0.049,0.091,2025-12-22
South-West,0,1,0.065,winter,0.7,0.005,0.0,0.322,0.02,0.272,0.0,0.031,0.007,2023-01-02
South-West,1,2,0.117,winter,0.4,0.032,0.027,0.322,0.031,0.275,0.016,0.0,0.005,2023-01-09
South-West,2,3,0.042,winter,0.4,0.0,0.0,0.417,0.019,0.31,0.0,0.0,0.0,2023-01-16
South-West,3,4,0.014,winter,0.0,0.0,0.016,0.388,0.009,0.4,0.017,0.0,0.0,2023-01-23
South-West,4,5,0.055,winter,0.0,0.021,0.017,0.358,0.014,0.369,0.0,0.064,0.0,2023-01-30
South-West,5,6,-0.04,winter,0.0,0.0,0.0,0.342,0.051,0.433,0.0,0.0,0.022,2023-02-06
South-West,6,7,0.004,winter,0.0,0.0,0.0,0.317,0.052,0.391,0.009,0.0,0.0,2023-02-13
South-West,7,8,0.14,winter,0.0,0.008,0.0,0.237,0.06,0.391,0.0,0.006,0.008,2023-02-20
South-West,8,9,0.057,winter,0.0,0.0,0.0,0.128,0.05,0.279,0.036,0.0,0.0,2023-02-27
South-West,9,10,0.132,winter,0.0,0.0,0.0,0.119,0.08,0.28,0.01,0.022,0.003,2023-03-06
South-West,10,11,0.016,winter,0.3,0.007,0.0,0.068,0.184,0.283,0.027,0.009,0.003,2023-03-13
South-West,11,12,0.05,winter,0.3,0.0,0.0,0.013,0.145,0.194,0.0,0.021,0.0,2023-03-20
South-West,12,13,0.12,winter,0.5,0.0,0.007,0.002,0.186,0.172,0.004,0.002,0.004,2023-03-27
South-West,13,14,0.16,winter,0.5,0.002,0.031,0.025,0.241,0.078,0.0,0.033,0.04,2023-04-03
South-West,14,15,0.136,pre-monsoon,0.5,0.02,0.0,0.0,0.306,0.028,0.034,0.018,0.061,2023-04-10
South-West,15,16,0.232,pre-monsoon,0.0,0.002,0.012,0.061,0.385,0.072,0.0,0.0,0.051,2023-04-17
South-West,16,17,0.167,pre-monsoon,0.0,0.032,0.0,0.024,0.456,0.002,0.0,0.0,0.073,2023-04-24
South-West,17,18,0.362,pre-monsoon,0.0,0.014,0.0,0.0,0.532,0.0,0.0,0.0,0.158,2023-05-01
South-West,18,19,0.501,pre-monsoon,0.0,0.0,0.0,0.011,0.548,0.0,0.0,0.015,0.204,2023-05-08
South-West,19,20,0.486,pre-monsoon,0.0,0.01,0.008,0.013,0.579,0.0,0.0,0.0,0.234,2023-05-15
South-West,20,21,0.552,pre-monsoon,0.0,0.07,0.002,0.0,0.649,0.0,0.026,0.033,0.407,2023-05-22
South-West,21,22,0.655,monsoon,0.0,0.014,0.021,0.0,0.713,0.042,0.0,0.004,0.455,2023-05-29
South-West,22,23,0.704,monsoon,0.4,0.0,0.0,0.387,0.762,0.0,0.0,0.034,0.633,2023-06-05
South-West,23,24,0.88,monsoon,0.4,0.049,0.0,0.0,0.67,0.025,0.0,0.027,0.782,2023-06-12
South-West,24,25,0.973,monsoon,0.4,0.075,0.0,0.0,0.724,0.007,0.0,0.09,0.807,2023-06-19
South-West,25,26,0.92,monsoon,0.0,0.031,0.0,0.002,0.671,0.0,0.0,0.073,0.897,2023-06-26
South-West,26,27,0.914,monsoon,0.0,0.151,0.0,0.0,0.628,0.0,0.0,0.06,0.954,2023-07-03
South-West,27,28,1.04,monsoon,0.0,0.22,0.0,0.007,0.605,0.0,0.051,0.169,1.007,2023-07-10
South-West,28,29,0.975,monsoon,0.0,0.242,0.001,0.041,0.551,0.005,0.0,0.197,1.008,2023-07-17
South-West,29,30,0.893,monsoon,0.0,0.368,0.0,0.015,0.467,0.0,0.0,0.274,0.932,2023-07-24
South-West,30,31,1.015,monsoon,0.0,0.423,0.017,0.058,0.43,0.009,0.0,0.382,0.83,2023-07-31
South-West,31,32,0.782,monsoon,0.0,0.517,0.034,0.0,0.373,0.0,0.016,0.446,0.741,2023-08-07
South-West,32,33,0.792,monsoon,0.0,0.559,0.027,0.029,0.326,0.0,0.017,0.5,0.585,2023-08-14
South-West,33,34,0.594,monsoon,1.0,0.702,0.028,0.0,0.24,0.0,0.0,0.501,0.494,2023-08-21
South-West,34,35,0.596,monsoon,1.0,0.665,0.0,0.027,0.258,0.01,0.029,0.475,0.369,2023-08-28
South-West,35,36,0.524,monsoon,1.0,0.699,0.0,0.012,0.181,0.01,0.0,0.432,0.264,2023-09-04
South-West,36,37,0.425,post-monsoon,0.4,0.668,0.0,0.0,0.12,0.014,0.021,0.343,0.21,2023-09-11
South-West,37,38,0.403,post-monsoon,0.4,0.673,0.066,0.0,0.072,0.0,0.0,0.331,0.187,2023-09-18
South-West,38,39,0.287,post-monsoon,0.0,0.544,0.026,0.003,0.034,0.036,0.0,0.197,0.136,2023-09-25
South-West,39,40,0.259,post-monsoon,0.0,0.507,0.007,0.001,0.058,0.0,0.054,0.179,0.054,2023-10-02
South-West,40,41,0.198,post-monsoon,0.3,0.458,0.0,0.0,0.052,0.0,0.0,0.071,0.065,2023-10-09
South-West,41,42,0.107,post-monsoon,0.3,0.317,0.047,0.044,0.026,0.012,0.013,0.057,0.0,2023-10-16
South-West,42,43,0.103,post-monsoon,0.5,0.2,0.007,0.343,0.023,0.055,0.014,0.031,0.034,2023-10-23
South-West,43,44,0.121,post-monsoon,0.5,0.169,0.042,0.02,0.037,0.0,0.0,0.024,0.005,2023-10-30
South-West,44,45,-0.03,post-monsoon,0.5,0.159,0.007,0.005,0.022,0.008,0.0,0.034,0.026,2023-11-06
South-West,45,46,0.058,post-monsoon,0.0,0.036,0.0,0.014,0.0,0.019,0.0,0.045,0.025,2023-11-13
South-West,46,47,-0.03,winter,0.0,0.026,0.0,0.038,0.0,0.034,0.0,0.0,0.0,2023-11-20
South-West,47,48,-0.006,winter,0.0,0.05,0.0,0.086,0.0,0.081,0.006,0.0,0.0,2023-11-27
South-West,48,49,0.035,winter,0.0,0.03,0.0,0.099,0.0,0.054,0.0,0.0,0.0,2023-12-04
South-West,49,50,-0.056,winter,0.0,0.014,0.008,0.142,0.012,0.129,0.052,0.006,0.03,2023-12-11
South-West,50,51,-0.044,winter,0.7,0.0,0.0,0.13,0.333,0.179,0.0,0.012,0.018,2023-12-18
South-West,51,52,0.021,winter,0.7,0.0,0.04,0.255,0.038,0.197,0.0,0.0,0.011,2023-12-25
South-West,52,1,-0.064,winter,0.7,0.031,0.0,0.327,0.0,0.266,0.044,0.044,0.037,2024-01-01
South-West,53,2,-0.002,winter,0.4,0.063,0.031,0.377,0.0,0.302,0.0,0.031,0.018,2024-01-08
South-West,54,3,-0.031,winter,0.4,0.046,0.0,0.364,0.017,0.35,0.034,0.0,0.009,2024-01-15
South-West,55,4,0.095,winter,0.0,0.004,0.007,0.387,0.0,0.374,0.0,0.008,0.0,2024-01-22
South-West,56,5,-0.09,winter,0.0,0.016,0.0,0.366,0.04,0.394,0.0,0.04,0.0,2024-01-29
South-West,57,6,0.079,winter,0.0,0.0,0.012,0.331,0.05,0.362,0.0,0.0,0.013,2024-02-05
South-West,58,7,0.004,winter,0.0,0.0,0.006,0.325,0.029,0.428,0.048,0.0,0.0,2024-02-12
South-West,59,8,0.159,winter,0.0,0.04,0.0,0.28,0.091,0.367,0.012,0.0,0.035,2024-02-19
South-West,60,9,0.035,winter,0.0,0.0,0.033,0.194,0.05,0.333,0.024,0.022,0.008,2024-02-26
South-West,61,10,0.038,winter,0.0,0.01,0.495,0.137,0.087,0.286,0.002,0.0,0.0,2024-03-04
South-West,62,11,-0.023,winter,0.3,0.017,0.011,0.08,0.153,0.294,0.0,0.0,0.0,2024-03-11
South-West,63,12,0.117,winter,0.3,0.021,0.0,0.09,0.169,0.214,0.0,0.035,0.055,2024-03-18
South-West,64,13,0.115,winter,0.5,0.261,0.004,0.285,0.206,0.204,0.011,0.001,0.0,2024-03-25
South-West,65,14,0.227,winter,0.5,0.011,0.011,0.0,0.291,0.079,0.0,0.014,0.066,2024-04-01
South-West,66,15,0.111,pre-monsoon,0.5,0.032,0.0,0.017,0.32,0.111,0.048,0.0,0.04,2024-04-08
South-West,67,16,0.216,pre-monsoon,0.0,0.0,0.032,0.049,0.369,0.1,0.0,0.033,0.059,2024-04-15
South-West,68,17,0.348,pre-monsoon,0.0,0.011,0.0,0.014,0.427,0.031,0.009,0.0,0.098,2024-04-22
South-West,69,18,0.321,pre-monsoon,0.0,0.026,0.018,0.0,0.496,0.04,0.035,0.0,0.076,2024-04-29
South-West,70,19,0.46,pre-monsoon,0.0,0.032,0.0,0.0,0.518,0.0,0.0,0.0,0.175,2024-05-06
South-West,71,20,0.495,pre-monsoon,0.0,0.001,0.004,0.0,0.594,0.001,0.0,0.0,0.293,2024-05-13
South-West,72,21,0.691,pre-monsoon,0.0,0.0,0.01,0.0,0.662,0.012,0.0,0.0,0.403,2024-05-20
South-West,73,22,0.729,monsoon,0.0,0.0,0.023,0.0,0.694,0.0,0.031,0.05,0.477,2024-05-27
South-West,74,23,0.739,monsoon,0.4,0.034,0.028,0.027,0.681,0.0,0.025,0.0,0.61,2024-06-03
South-West,75,24,0.798,monsoon,0.4,0.027,0.0,0.008,0.686,0.0,0.0,0.028,0.727,2024-06-10
South-West,76,25,1.031,monsoon,0.4,0.077,0.0,0.001,0.678,0.001,0.037,0.044,0.862,2024-06-17
South-West,77,26,0.819,monsoon,0.0,0.084,0.0,0.0,0.659,0.016,0.006,0.003,0.911,2024-06-24
South-West,78,27,1.022,monsoon,0.0,0.169,0.0,0.0,0.653,0.0,0.0,0.093,0.944,2024-07-01
South-West,79,28,0.958,monsoon,0.0,0.194,0.0,0.0,0.557,0.0,0.022,0.182,0.988,2024-07-08
South-West,80,29,1.018,monsoon,0.0,0.309,0.007,0.0,0.532,0.0,0.042,0.221,0.989,2024-07-15
South-West,81,30,0.909,monsoon,0.0,0.336,0.003,0.0,0.496,0.0,0.026,0.337,0.928,2024-07-22
South-West,82,31,0.946,monsoon,0.0,0.45,0.0,0.022,0.404,0.0,0.027,0.372,0.799,2024-07-29
South-West,83,32,0.845,monsoon,0.0,0.504,0.021,0.0,0.337,0.007,0.0,0.44,0.756,2024-08-05
South-West,84,33,0.808,monsoon,0.0,0.601,0.009,0.0,0.336,0.0,0.0,0.528,0.587,2024-08-12
South-West,85,34,0.585,monsoon,1.0,0.632,0.028,0.057,0.217,0.033,0.01,0.503,0.425,2024-08-19
South-West,86,35,0.517,monsoon,1.0,0.733,0.0,0.011,0.14,0.0,0.0,0.509,0.378,2024-08-26
South-West,87,36,0.527,monsoon,1.0,0.71,0.009,0.035,0.141,0.0,0.032,0.396,0.279,2024-09-02
South-West,88,37,0.418,post-monsoon,0.4,0.698,0.0,0.0,0.142,0.021,0.038,0.38,0.181,2024-09-09
South-West,89,38,0.195,post-monsoon,0.4,0.665,0.0,0.0,0.09,0.0,0.022,0.332,0.12,2024-09-16
South-West,90,39,0.256,post-monsoon,0.0,0.552,0.0,0.007,0.019,0.015,0.009,0.229,0.108,2024-09-23
South-West,91,40,0.089,post-monsoon,0.0,0.554,0.012,0.011,0.047,0.0,0.0,0.162,0.024,2024-09-30
South-West,92,41,0.134,post-monsoon,0.3,0.422,0.018,0.034,0.085,0.0,0.005,0.088,0.061,2024-10-07
South-West,93,42,0.035,post-monsoon,0.3,0.288,0.036,0.0,0.06,0.0,0.002,0.071,0.008,2024-10-14
South-West,94,43,0.223,post-monsoon,0.5,0.293,0.0,0.0,0.001,0.0,0.0,0.094,0.003,2024-10-21
South-West,95,44,0.023,post-monsoon,0.5,0.45,0.015,0.005,0.003,0.0,0.0,0.011,0.0,2024-10-28
South-West,96,45,0.137,post-monsoon,0.5,0.149,0.007,0.385,0.028,0.057,0.0,0.021,0.0,2024-11-04
South-West,97,46,-0.113,post-monsoon,0.0,0.136,0.024,0.0,0.002,0.022,0.0,0.041,0.0,2024-11-11
South-West,98,47,-0.053,winter,0.0,0.071,0.012,0.029,0.0,0.072,0.0,0.0,0.0,2024-11-18
South-West,99,48,0.069,winter,0.0,0.069,0.0,0.098,0.013,0.042,0.0,0.014,0.014,2024-11-25
South-West,100,49,-0.049,winter,0.0,0.023,0.0,0.109,0.036,0.05,0.002,0.0,0.012,2024-12-02
South-West,101,50,-0.086,winter,0.0,0.014,0.0,0.132,0.0,0.074,0.003,0.049,0.0,2024-12-09
South-West,102,51,0.017,winter,0.7,0.019,0.033,0.24,0.0,0.181,0.0,0.009,0.0,2024-12-16
South-West,103,52,0.084,winter,0.7,0.055,0.032,0.275,0.008,0.257,0.02,0.341,0.0,2024-12-23
South-West,104,1,0.071,winter,0.7,0.025,0.0,0.319,0.029,0.201,0.0,0.022,0.012,2024-12-30
South-West,105,2,0.069,winter,0.4,0.0,0.0,0.38,0.0,0.295,0.01,0.003,0.02,2025-01-06
South-West,106,3,-0.047,winter,0.4,0.021,0.006,0.404,0.021,0.366,0.009,0.002,0.0,2025-01-13
South-West,107,4,-0.013,winter,0.0,0.0,0.0,0.405,0.002,0.371,0.007,0.028,0.034,2025-01-20
South-West,108,5,0.114,winter,0.0,0.016,0.035,0.404,0.064,0.373,0.004,0.0,0.014,2025-01-27
South-West,109,6,-0.001,winter,0.0,0.01,0.0,0.376,0.034,0.419,0.0,0.0,0.026,2025-02-03
South-West,110,7,-0.039,winter,0.0,0.0,0.051,0.27,0.043,0.442,0.0,0.023,0.0,2025-02-10
South-West,111,8,0.095,winter,0.0,0.005,0.003,0.215,0.036,0.369,0.012,0.007,0.0,2025-02-17
South-West,112,9,0.099,winter,0.0,0.0,0.0,0.187,0.109,0.342,0.0,0.0,0.0,2025-02-24
South-West,113,10,0.012,winter,0.0,0.0,0.0,0.146,0.108,0.538,0.015,0.0,0.0,2025-03-03
South-West,114,11,-0.073,winter,0.3,0.013,0.044,0.07,0.131,0.258,0.0,0.39,0.013,2025-03-10
South-West,115,12,0.193,winter,0.3,0.0,0.0,0.063,0.144,0.144,0.0,0.0,0.018,2025-03-17
South-West,116,13,0.11,winter,0.5,0.0,0.0,0.0,0.231,0.163,0.036,0.0,0.012,2025-03-24
South-West,117,14,0.082,winter,0.5,0.0,0.0,0.023,0.245,0.147,0.004,0.0,0.021,2025-03-31
South-West,118,15,0.134,pre-monsoon,0.5,0.0,0.006,0.0,0.3,0.126,0.0,0.016,0.065,2025-04-07
South-West,119,16,0.217,pre-monsoon,0.0,0.0,0.0,0.0,0.319,0.067,0.0,0.024,0.031,2025-04-14
South-West,120,17,0.202,pre-monsoon,0.0,0.446,0.0,0.0,0.433,0.073,0.0,0.0,0.12,2025-04-21
South-West,121,18,0.427,pre-monsoon,0.0,0.018,0.034,0.0,0.472,0.033,0.011,0.017,0.158,2025-04-28
South-West,122,19,0.42,pre-monsoon,0.0,0.0,0.0,0.0,0.526,0.013,0.015,0.033,0.225,2025-05-05
South-West,123,20,0.558,pre-monsoon,0.0,0.0,0.0,0.0,0.589,0.02,0.0,0.0,0.32,2025-05-12
South-West,124,21,0.469,pre-monsoon,0.0,0.015,0.022,0.042,0.635,0.0,0.047,0.052,0.45,2025-05-19
South-West,125,22,0.791,monsoon,0.0,0.022,0.0,0.007,0.676,0.0,0.009,0.0,0.477,2025-05-26
South-West,126,23,0.814,monsoon,0.4,0.053,0.0,0.0,0.714,0.0,0.0,0.017,0.57,2025-06-02
South-West,127,24,0.759,monsoon,0.4,0.063,0.0,0.016,0.698,0.005,0.003,0.061,0.713,2025-06-09
South-West,128,25,0.852,monsoon,0.4,0.065,0.0,0.0,0.736,0.0,0.004,0.044,0.868,2025-06-16
South-West,129,26,0.935,monsoon,0.0,0.113,0.0,0.0,0.663,0.0,0.019,0.075,0.92,2025-06-23
South-West,130,27,0.919,monsoon,0.0,0.155,0.0,0.0,0.656,0.0,0.006,0.121,1.015,2025-06-30
South-West,131,28,1.004,monsoon,0.0,0.223,0.0,0.015,0.588,0.012,0.019,0.179,1.004,2025-07-07
South-West,132,29,0.996,monsoon,0.0,0.272,0.018,0.058,0.531,0.012,0.037,0.267,0.994,2025-07-14
South-West,133,30,0.953,monsoon,0.0,0.341,0.016,0.016,0.504,0.021,0.0,0.28,0.907,2025-07-21
South-West,134,31,0.963,monsoon,0.0,0.422,0.041,0.003,0.404,0.054,0.021,0.373,0.879,2025-07-28
South-West,135,32,0.846,monsoon,0.0,0.548,0.0,0.003,0.345,0.0,0.243,0.384,0.746,2025-08-04
South-West,136,33,0.76,monsoon,0.0,0.598,0.018,0.0,0.37,0.006,0.0,0.47,0.598,2025-08-11
South-West,137,34,0.642,monsoon,1.0,0.626,0.363,0.02,0.248,0.0,0.0,0.483,0.454,2025-08-18
South-West,138,35,0.623,monsoon,1.0,0.694,0.0,0.0,0.186,0.0,0.014,0.491,0.367,2025-08-25
South-West,139,36,0.487,monsoon,1.0,0.713,0.0,0.0,0.149,0.0,0.0,0.428,0.252,2025-09-01
South-West,140,37,0.416,post-monsoon,0.4,0.664,0.007,0.0,0.119,0.003,0.0,0.383,0.181,2025-09-08
South-West,141,38,0.351,post-monsoon,0.4,0.655,0.0,0.001,0.082,0.0,0.019,0.307,0.084,2025-09-15
South-West,142,39,0.244,post-monsoon,0.0,0.591,0.008,0.0,0.096,0.0,0.014,0.212,0.094,2025-09-22
South-West,143,40,0.22,post-monsoon,0.0,0.53,0.022,0.014,0.097,0.008,0.0,0.166,0.032,2025-09-29
South-West,144,41,0.167,post-monsoon,0.3,0.392,0.022,0.004,0.017,0.0,0.033,0.078,0.069,2025-10-06
South-West,145,42,0.086,post-monsoon,0.3,0.3,0.022,0.0,0.017,0.0,0.022,0.086,0.049,2025-10-13
South-West,146,43,0.238,post-monsoon,0.5,0.282,0.0,0.0,0.009,0.219,0.017,0.013,0.044,2025-10-20
South-West,147,44,0.066,post-monsoon,0.5,0.216,0.0,0.032,0.0,0.0,0.0,0.001,0.02,2025-10-27
South-West,148,45,0.061,post-monsoon,0.5,0.148,0.423,0.006,0.035,0.0,0.0,0.0,0.005,2025-11-03
South-West,149,46,0.165,post-monsoon,0.0,0.142,0.027,0.0,0.005,0.0,0.0,0.0,0.0,2025-11-10
South-West,150,47,0.008,winter,0.0,0.077,0.0,0.048,0.012,0.079,0.037,0.028,0.0,2025-11-17
South-West,151,48,-0.052,winter,0.0,0.0,0.052,0.075,0.007,0.048,0.022,0.012,0.425,2025-11-24
South-West,152,49,-0.079,winter,0.0,0.043,0.0,0.11,0.0,0.099,0.0,0.0,0.0,2025-12-01
South-West,153,50,0.056,winter,0.0,0.0,0.0,0.14,0.0,0.111,0.033,0.0,0.024,2025-12-08
South-West,154,51,-0.007,winter,0.7,0.034,0.0,0.189,0.0,0.154,0.01,0.008,0.029,2025-12-15
South-West,155,52,0.053,winter,0.7,0.0,0.0,0.271,0.001,0.217,0.0,0.0,0.015,2025-12-22
West,0,1,0.087,winter,0.5,0.07,0.0,0.007,0.007,0.549,0.006,0.0,0.41,2023-01-02
West,1,2,0.042,winter,0.5,0.049,0.0,0.0,0.009,0.456,0.041,0.0,0.0,2023-01-09
West,2,3,-0.03,winter,0.5,0.006,0.0,0.0,0.069,0.399,0.005,0.012,0.014,2023-01-16
West,3,4,-0.032,winter,0.0,0.055,0.007,0.004,0.045,0.351,0.0,0.004,0.017,2023-01-23
West,4,5,0.038,winter,0.0,0.006,0.0,0.017,0.058,0.27,0.0,0.0,0.0,2023-01-30
West,5,6,0.023,winter,0.0,0.017,0.0,0.0,0.023,0.232,0.0,0.0,0.0,2023-02-06
West,6,7,0.041,winter,0.0,0.0,0.0,0.0,0.403,0.224,0.0,0.034,0.0,2023-02-13
West,7,8,0.057,winter,0.0,0.006,0.002,0.0,0.002,0.149,0.032,0.035,0.0,2023-02-20
West,8,9,0.075,winter,0.0,0.04,0.0,0.014,0.091,0.097,0.013,0.037,0.014,2023-02-27
West,9,10,0.037,winter,0.0,0.0,0.0,0.028,0.085,0.093,0.052,0.0,0.0,2023-03-06
West,10,11,-0.025,winter,0.7,0.0,0.0,0.03,0.094,0.059,0.0,0.008,0.03,2023-03-13
West,11,12,0.017,winter,0.7,0.011,0.03,0.0,0.134,0.025,0.001,0.0,0.013,2023-03-20
West,12,13,0.128,winter,0.7,0.0,0.045,0.019,0.105,0.037,0.01,0.0,0.01,2023-03-27
West,13,14,0.008,winter,0.6,0.004,0.013,0.0,0.222,0.022,0.0,0.026,0.0,2023-04-03
West,14,15,0.088,pre-monsoon,0.6,0.017,0.0,0.0,0.232,0.031,0.002,0.0,0.055,2023-04-10
West,15,16,0.147,pre-monsoon,0.0,0.0,0.0,0.447,0.274,0.048,0.011,0.007,0.0,2023-04-17
West,16,17,0.099,pre-monsoon,0.0,0.017,0.0,0.023,0.271,0.0,0.0,0.004,0.017,2023-04-24
West,17,18,0.127,pre-monsoon,0.0,0.012,0.067,0.0,0.401,0.005,0.0,0.0,0.035,2023-05-01
West,18,19,0.272,pre-monsoon,0.0,0.005,0.016,0.026,0.401,0.013,0.0,0.019,0.009,2023-05-08
West,19,20,0.394,pre-monsoon,0.0,0.058,0.055,0.151,0.469,0.046,0.0,0.047,0.091,2023-05-15
West,20,21,0.4,pre-monsoon,0.0,0.015,0.0,0.0,0.532,0.005,0.0,0.018,0.118,2023-05-22
West,21,22,0.536,pre-monsoon,0.0,0.039,0.11,0.02,0.575,0.021,0.0,0.0,0.089,2023-05-29
West,22,23,0.45,pre-monsoon,0.5,0.061,0.588,0.055,0.627,0.0,0.002,0.0,0.248,2023-06-05
West,23,24,0.605,monsoon,0.5,0.033,0.165,0.018,0.672,0.045,0.027,0.0,0.528,2023-06-12
West,24,25,0.603,monsoon,0.5,0.09,0.266,0.0,0.704,0.001,0.0,0.0,0.397,2023-06-19
West,25,26,0.901,monsoon,0.0,0.103,0.307,0.031,0.662,0.0,0.013,0.018,0.548,2023-06-26
West,26,27,0.625,monsoon,0.0,0.148,0.371,0.029,0.708,0.0,0.0,0.0,0.68,2023-07-03
West,27,28,0.884,monsoon,0.0,0.189,0.447,0.016,0.678,0.021,0.011,0.014,0.796,2023-07-10
West,28,29,0.835,monsoon,0.0,0.301,0.522,0.008,0.67,0.04,0.0,0.02,0.871,2023-07-17
West,29,30,0.8,monsoon,0.0,0.324,0.52,0.018,0.63,0.0,0.0,0.087,0.852,2023-07-24
West,30,31,0.733,monsoon,0.0,0.45,0.609,0.0,0.613,0.0,0.021,0.144,0.95,2023-07-31
West,31,32,0.911,monsoon,0.0,0.481,0.564,0.034,0.56,0.0,0.0,0.17,0.834,2023-08-07
West,32,33,0.755,monsoon,0.0,0.628,0.598,0.02,0.497,0.0,0.031,0.198,0.698,2023-08-14
West,33,34,0.627,monsoon,0.1,0.707,0.747,0.0,0.483,0.047,0.0,0.253,0.543,2023-08-21
West,34,35,0.583,monsoon,0.1,0.839,0.47,0.01,0.404,0.054,0.0,0.377,0.405,2023-08-28
West,35,36,0.5,monsoon,1.0,0.921,0.419,0.03,0.368,0.02,0.0,0.439,0.241,2023-09-04
West,36,37,0.58,monsoon,1.0,0.954,0.417,0.0,0.344,0.0,0.001,0.479,0.184,2023-09-11
West,37,38,0.492,monsoon,1.0,0.977,0.294,0.023,0.265,0.074,0.015,0.531,0.135,2023-09-18
West,38,39,0.136,post-monsoon,0.0,0.968,0.252,0.0,0.221,0.118,0.0,0.5,0.076,2023-09-25
West,39,40,0.303,post-monsoon,0.0,1.022,0.17,0.02,0.188,0.114,0.054,0.46,0.061,2023-10-02
West,40,41,0.202,post-monsoon,0.7,0.958,0.149,0.0,0.126,0.188,0.0,0.364,0.022,2023-10-09
West,41,42,0.22,post-monsoon,0.7,0.917,0.08,0.0,0.149,0.262,0.05,0.286,0.029,2023-10-16
West,42,43,0.124,post-monsoon,1.0,0.814,0.015,0.0,0.086,0.334,0.007,0.231,0.0,2023-10-23
West,43,44,0.073,post-monsoon,1.0,0.734,0.035,0.0,0.108,0.369,0.0,0.375,0.0,2023-10-30
West,44,45,0.09,post-monsoon,1.0,0.616,0.041,0.0,0.001,0.821,0.004,0.118,0.013,2023-11-06
West,45,46,0.145,post-monsoon,0.0,0.485,0.0,0.003,0.03,0.516,0.009,0.07,0.0,2023-11-13
West,46,47,-0.022,winter,0.0,0.425,0.0,0.0,0.029,0.557,0.001,0.052,0.006,2023-11-20
West,47,48,-0.017,winter,0.0,0.259,0.031,0.007,0.05,0.579,0.0,0.035,0.234,2023-11-27
West,48,49,0.003,winter,0.0,0.248,0.0,0.0,0.038,0.614,0.0,0.019,0.025,2023-12-04
West,49,50,0.119,winter,0.0,0.202,0.0,0.005,0.026,0.627,0.0,0.0,0.029,2023-12-11
West,50,51,-0.007,winter,0.4,0.196,0.006,0.003,0.0,0.585,0.008,0.019,0.015,2023-12-18
West,51,52,0.072,winter,0.4,0.072,0.022,0.051,0.042,0.552,0.0,0.036,0.03,2023-12-25
West,52,1,-0.015,winter,0.5,0.033,0.0,0.011,0.047,0.526,0.0,0.02,0.033,2024-01-01
West,53,2,0.0,winter,0.5,0.041,0.0,0.042,0.064,0.45,0.037,0.0,0.0,2024-01-08
West,54,3,-0.097,winter,0.5,0.02,0.0,0.0,0.016,0.448,0.025,0.0,0.014,2024-01-15
West,55,4,0.004,winter,0.0,0.0,0.0,0.009,0.0,0.361,0.0,0.0,0.026,2024-01-22
West,56,5,0.129,winter,0.0,0.002,0.0,0.044,0.011,0.313,0.0,0.037,0.0,2024-01-29
West,57,6,0.122,winter,0.0,0.03,0.015,0.0,0.021,0.277,0.021,0.001,0.0,2024-02-05
West,58,7,0.059,winter,0.0,0.0,0.0,0.026,0.0,0.185,0.0,0.0,0.016,2024-02-12
West,59,8,0.062,winter,0.0,0.025,0.034,0.008,0.04,0.118,0.0,0.002,0.021,2024-02-19
West,60,9,-0.064,winter,0.0,0.021,0.0,0.0,0.059,0.12,0.0,0.014,0.0,2024-02-26
West,61,10,0.078,winter,0.0,0.0,0.0,0.006,0.063,0.132,0.003,0.015,0.0,2024-03-04
West,62,11,0.113,winter,0.7,0.0,0.0,0.013,0.113,0.106,0.0,0.0,0.0,2024-03-11
West,63,12,-0.022,winter,0.7,0.02,0.0,0.0,0.111,0.034,0.0,0.0,0.038,2024-03-18
West,64,13,0.086,winter,0.7,0.008,0.001,0.0,0.123,0.048,0.009,0.059,0.021,2024-03-25
West,65,14,0.065,winter,0.6,0.035,0.0,0.011,0.135,0.069,0.009,0.0,0.013,2024-04-01
West,66,15,0.123,pre-monsoon,0.6,0.002,0.0,0.018,0.234,0.043,0.034,0.0,0.021,2024-04-08
West,67,16,0.044,pre-monsoon,0.0,0.0,0.035,0.02,0.289,0.024,0.0,0.429,0.008,2024-04-15
West,68,17,0.215,pre-monsoon,0.0,0.07,0.018,0.027,0.347,0.046,0.0,0.0,0.01,2024-04-22
West,69,18,0.29,pre-monsoon,0.0,0.0,0.015,0.029,0.367,0.323,0.045,0.0,0.037,2024-04-29
West,70,19,0.109,pre-monsoon,0.0,0.065,0.035,0.033,0.448,0.0,0.009,0.0,0.028,2024-05-06
West,71,20,0.385,pre-monsoon,0.0,0.002,0.022,0.0,0.488,0.0,0.028,0.0,0.056,2024-05-13
West,72,21,0.284,pre-monsoon,0.0,0.001,0.02,0.0,0.545,0.0,0.0,0.02,0.061,2024-05-20
West,73,22,0.532,pre-monsoon,0.0,0.007,0.05,0.0,0.598,0.0,0.018,0.0,0.103,2024-05-27
West,74,23,0.54,pre-monsoon,0.5,0.025,0.117,0.0,0.601,0.042,0.0,0.0,0.227,2024-06-03
